Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,yoru,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,waylay,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,fade,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,phoenix,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,kayo,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,omen,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,viper,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,yoru,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,waylay,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,fade,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,phoenix,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,tejo,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,breach,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,chamber,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,cypher,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,fade,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,omen,75%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,viper,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,chamber,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,raze,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,phoenix,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,astra,25%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,All Maps,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,fade,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,omen,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,viper,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,raze,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,fade,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,omen,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,viper,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,chamber,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,phoenix,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,astra,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,yoru,63%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,omen,63%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,fade,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,viper,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,sova,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,astra,38%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,chamber,38%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,phoenix,25%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,raze,13%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,waylay,13%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,jett,13%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,veto,13%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,tejo,13%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,cypher,13%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,All Maps,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,omen,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,fade,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,viper,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,sova,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,astra,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,jett,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,yoru,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,omen,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,fade,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,viper,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,chamber,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,phoenix,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,waylay,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,omen,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,fade,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,viper,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,sova,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,chamber,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,phoenix,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,cypher,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,yoru,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,omen,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,fade,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,viper,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,sova,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,astra,100%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,chamber,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,raze,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,veto,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,tejo,50%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,miks,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,yoru,78%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,viper,56%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,omen,53%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,fade,46%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,sova,45%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,astra,40%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,neon,27%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,waylay,25%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,raze,24%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,jett,16%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,brimstone,15%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,killjoy,13%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,chamber,12%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,veto,12%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,cypher,11%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,tejo,8%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,skye,7%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,phoenix,6%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,kayo,3%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,breach,2%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,vyse,1%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,sage,1%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,harbor,1%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,deadlock,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,reyna,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,clove,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,iso,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,gekko,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,All Maps,miks,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,yoru,88%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,viper,97%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,omen,91%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,fade,88%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,sova,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,astra,9%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,neon,21%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,waylay,9%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,raze,62%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,jett,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,brimstone,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,killjoy,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,chamber,3%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,veto,9%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,cypher,3%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,tejo,9%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,skye,9%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,phoenix,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,kayo,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,breach,3%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,vyse,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,sage,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,harbor,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,deadlock,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,reyna,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,clove,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,iso,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,gekko,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,miks,0%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,yoru,65%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,viper,19%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,omen,81%
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,fade,23%
